date,title,article,url,산업
2025-12-19,현대차 국내사업본부장 교체…신임 본부장에 윤효준 전무,"현대자동차가 19일 윤효준 상무를 전무로 승진시키고 국내사업본부장으로 임명했다.
윤 신임 본부장은 국내 판매, 마케팅, 인사 등 다양한 분야에서 경험을 쌓았고 직전에는 국내지원사업부장을 맡아 국내 시장 판매 확대와 경쟁력 강화를 위한 인력·인프라 지원을 총괄했다.
전임자인 김승찬 전무는 이달 초 정유석 부사장의 뒤를 이어 국내사업본부장으로 내정됐으나 최근 일신상의 이유로 사의를 표한 것으로 전해졌다.
현대차는 윤 본부장의 풍부한 경험과 전문성을 바탕으로 국내 판매 경쟁력을 유지하고 국내 사업의 안정적 성장과 수익성 제고를 추진할 계획이다.
bingo@yna.co.kr",https://www.yna.co.kr/view/AKR20251219122800003?section=industry/automobile,자동차
2025-12-19,오산 옹벽 붕괴 사고 조사 기간 2개월 추가 연장,"국토교통부는 19일 오산 옹벽 붕괴 사고조사위원회(사조위)가 조사 기간을 2개월 추가 연장한다고 밝혔다.
설계·공사 준공 이후 상당한 시간이 지나면서 사고 관계인으로부터 설계 도서와 품질 서류 등의 자료 확보가 늦어지는 상황이기 때문이다.
권오균 사조위원장(계명대 교수)은 ""사고 원인과 관련해 모든 가능성을 열어두고 사소한 사항이라도 다각도로 면밀히 검토하고 있다""고 강조했다.
앞서 지난 7월16일 오후 7시께 오산시 가장교차로 수원 방면 고가도로의 10ｍ 높이 옹벽이 무너졌고, 부서진 옹벽 잔해물이 고가도로 아래 도로를 지나가던 승용차를 덮치면서 차량 운전자인 40대 남성이 숨졌다.
국토부는 지난 7월 관련 중앙시설물사고조사위원회를 구성한 뒤 같은 해 9월 조사 기간을 3개월 연장했고, 이달 조사 기간을 2개월 추가로 늘린 것이다.
redflag@yna.co.kr",https://www.yna.co.kr/view/AKR20251219098600003?section=industry/automobile,자동차
2025-12-19,[K-VIBE] 정광복의 K-자율주행 도전기…도로 위 新 생태계를 주목하라-②,"
지난 칼럼에서 필자는 우리나라 자율주행산업계가 이 분야를 바라봐야 할 시선의 방향에 대해 지적한 바 있다. 그렇다면 우리나라가 어떤 전략으로 가야 할까. 그저 '우리도 로봇 택시 빨리 도입하자'는 수준을 넘어서려면, 최소한의 몇 가지 방향이 필요하다.
먼저 '레벨' 경쟁보다 '서비스 시나리오' 경쟁으로 가야 한다. 세계 각국이 레벨 4·5 완전 자율주행을 두고 치열하게 기술 경쟁을 벌이고 있지만, 실제 도입은 특정 상황에서 제한적으로 이뤄지고 있다. 한국도 '몇 년까지 레벨 4 상용화'라는 목표만 내세우기보다, 다음과 같은 구체 시나리오를 우선 설계해야 한다.
노인·장애인의 병원·복지시설 이동을 위한 자율주행 셔틀부터 계획해야 한다. 또한, 야간·심야 시간대 심각한 택시 승차난을 보완하는 특정 구간의 로봇 택시도 필요하다. 여기에 대중교통이 닿지 않는 외곽 산업단지와 신도시 구간의 자율주행 통근버스 계획도 짜야 한다. 마지막으로 관광지와 공항·역세권을 잇는 자율주행 순환 셔틀도 있어야 한다.
이처럼 구체적 용례별로 목표를 세우면, 필요한 기술 수준·법·보험·인프라의 기준도 명확해지고, 시민 체감도도 빠르게 올라간다. '전국 모든 도로에서 레벨 4'보다 '이 구간, 이 서비스부터 확실히'가 현실적인 전략이다.
두 번째로 규제 완화만큼 중요한 '책임 구조'와 '신뢰 설계'를 들 수 있다. 자율주행 논의에서 늘 나오는 단어가 규제 완화다. 물론 중요하다. 그러나 세계 사례를 보면, 규제 완화만으로는 충분하지 않다.
특히 사고가 났을 때 책임은 제조사·운영사·이용자 중 누구에게 있는가를 따져야 한다. 또한 데이터 수집과 활용은 어떻게 관리되고, 프라이버시는 어떻게 보호되는지도 짚어봐야 한다. 최근 여러 분야에서 터지는 개인정보 유출 사태처럼 해킹과 사이버 공격에 대한 대비와 책임은 어떤 식으로 분산해야 하는지도 명확히 해야 한다.
이 세 가지 질문에 명확한 답을 내지 못하면, 시민의 신뢰는 쌓이지 않는다. 미국과 유럽이 자율주행 관련 법·가이드라인을 세부적으로 정비하는 것도 이 때문이다. 한국 역시 '시범운행특례법' 수준을 넘어서, 자율주행 상용 서비스 시나리오별 책임·보험·데이터 규범을 구체화하는 작업이 필요하다.
또한 신뢰는 법조문만으로 만들어지지 않는다. 초기 서비스에서의 안전 기록, 사고 발생 시 투명한 정보 공개, 시민 대상 체험 프로그램, 이해하기 쉬운 안내와 교육이 함께 가야 한다. 자율주행도 결국 '사람이 도로 위에서 얼마나 안심하고 탈 수 있는가'의 문제다.
세 번째로 자동차 강국에서 '도로 시스템 강국'으로 전환을 이뤄야 한다.
우리나라는 세계적인 자동차 생산국이지만, 앞으로의 경쟁은 '차 한 대'의 성능보다 '도로 전체 시스템'의 효율과 경험으로 옮겨갈 가능성이 크다. 그렇게 되게 하려면 차량-사물 통신 기술은 'V2X'를 활용한 신호의 최적화와 정체 완화 기술을 키워야 한다. 여기에 자율주행차와 대중교통, 개인형 이동장치의 통합 환승 시스템도 마련해야 한다. 또한 도로 위 센서, 카메라, 노변 장치와 차량의 협력 인지 시스템 구축과 도시 계획 단계에서의 자율주행 전용차로와 승하차 공간 설계도 해야 한다.
이 분야는 완성차뿐 아니라 ICT·통신·플랫폼·도시계획·인프라 기업의 협력이 필수다. 한국이 강점을 가진 반도체·통신·모바일 플랫폼, 그리고 높은 도시 밀도를 자산으로 삼는다면, '세계에서 가장 효율적인 자율주행 도시 시스템'을 노려볼 만하다.
◇ '기술 자랑'보다 '제대로 된 서비스'가 우선
자율주행을 둘러싼 세계의 경쟁은 이미 시작됐다. 미국과 중국은 로봇 택시 운행 데이터로, 유럽·중동은 도시 단위 서비스로, 각자의 방식으로 앞서가고 있다. 한국도 기술과 인프라에서 밀리는 나라는 아니다. 다만 아직 '이것이 한국형 자율주행 서비스'라고 말할 수 있는 대표 사례가 부족하다.
이제 필요한 것은 더 화려한 실증 계획이 아니라, '첫 번째 제대로 된 서비스'다. 시민이 매일 쓰는 노선, 명확한 대상과 목적을 가진 구간, 책임과 신뢰 구조가 분명한 모델을 하나라도 완성하는 것, 그 과정에서 얻는 운영 데이터와 사회적 학습이야말로, 이후 전국 확산과 수출의 기반이 될 것이다.
자율주행차의 시대는 '언제 오느냐'의 문제가 아니라, '어떤 형태로, 누구에게 먼저 오게 할 것이냐'의 문제다. 기술은 이미 충분히 앞서 있다. 이제 남은 것은, 한국 사회가 어떤 도로를, 어떤 삶의 방식을 설계할 것인가에 대한 집단적 선택이다.
정광복 자율주행기술개발혁신사업단(KADIF) 단장
▲ 도시공학박사(연세대). ▲ 교통공학 전문가·스마트시티사업단 사무국장 역임. ▲ 연세대 강사·인천대 겸임교수 역임. ▲ 서울시 자율주행차시범운행지구 운영위원. ▲ 한국도로공사 고속도로자율주행 자문위원. ▲ 강릉 ITS 세계총회 조직위 위원.
<정리 : 이세영 기자>
seva@yna.co.kr",https://www.yna.co.kr/view/AKR20251219070800371?section=industry/automobile,자동차
2025-12-19,"교통안전공단, 김제에 전국 첫 특장차 검사 지원센터 열어","한국교통안전공단(TS)은 19일 전북 김제시 백구면 특장차 전문 산업단지 내에 전국 최초 특장차 검사 전문시설인 김제특장차검사지원센터(김제센터)를 열었다고 밝혔다.
김제센터는 대지면적 6천600㎡에 연면적 1천833㎡ 규모 시설로 특장차가 인증 및 검사를 받을 수 있는 경사각 시설 등을 모두 갖췄다.
공단은 이번 센터 구축을 통해 특장차 개발·보급을 지원하고 김제 지역의 첨단 특장차 산업 허브로의 도약을 도울 계획이다.
정용식 공단 이사장은 ""김제 산업단지에 특장차 관련 업무 일체가 가능한 서비스 체계를 만들고, 지역산업 거점 조성을 지원할 수 있어 뜻깊게 생각한다""며 ""다양한 모빌리티 인프라를 바탕으로 운행 안전성을 확보할 수 있도록 TS의 역량을 집중하겠다""고 말했다.
sh@yna.co.kr",https://www.yna.co.kr/view/AKR20251219057400003?section=industry/automobile,자동차
2025-12-19,"한국타이어 대전공장, 친환경 소재 국제인증 'ISCC PLUS' 획득","한국타이어앤테크놀로지(한국타이어)는 대전공장이 글로벌 친환경 소재 국제인증 제도인 'ISCC PLUS' 인증을 받았다고 19일 밝혔다.
ISCC PLUS는 바이오 기반 및 재활용 원료의 지속가능성과 공급망 투명성을 검증하는 자발적 국제 인증이다.
이번 대전공장 인증은 2021년 타이어 업계 최초인 금산공장, 2023년 헝가리 라칼마스 공장에 이은 세 번째다.
대전공장은 타이어 원료 중 석유화학 합성고무를 친환경 소재인 '바이오-서큘러 폴리머'로 대체해 석유화학계 제품 대비 원료 취득부터 제품 생산 전 과정의 환경발자국을 크게 줄인 점을 인정받았다.
한국타이어는 ""친환경 순환 경제 전략 'E.서클' 중심의 테크놀로지 혁신을 거듭하며 석유 자원에 대한 의존도를 낮춰 천연자원 고갈을 방지하고, 탄소 배출량을 감축해 타이어 산업의 지속가능성 제고에 일조할 것""이라고 밝혔다.
sh@yna.co.kr",https://www.yna.co.kr/view/AKR20251219048400003?section=industry/automobile,자동차
2025-12-19,"HL만도, 2035년 온실가스 63% 감축…기후변화 대응 목표 승인","HL그룹의 자동차 부문 계열사 HL만도는 글로벌 기후변화 대응 이니셔티브(SBTi)로부터 2035년까지 온실가스 감축 목표를 공식 승인받았다고 19일 밝혔다.
2023년 배출 수치 대비 사업장 직·간접 배출(스코프 1·2)은 63%, 공급망 간접 배출(스코프 3)은 66.3% 줄이는 것이 목표다.
HL만도는 이번 승인과 함께 지난 2023년 선포한 'HL 2045 탄소중립 비전'을 공식화하고 실질적 이행을 가속하겠다는 포부를 밝혔다.
HL만도는 지난해 글로벌 사업장 전력 사용량의 약 15.1%를 재생에너지로 전환하고 전력구매계약(PPA) 체결과 신재생 에너지 공급 인증서(REC) 구입 등을 통해 감축 역량을 강화해 왔다.
HL만도 관계자는 ""HL만도는 글로벌 자동차 업계에서 ESG(환경·사회·기업지배구조) 경영의 구체적 성과를 입증한 사례로 인정받고 있다""고 말했다.
sh@yna.co.kr",https://www.yna.co.kr/view/AKR20251219047100003?section=industry/automobile,자동차
2025-12-19,"SK시그넷, 300억원 규모 유상증자…""글로벌 생산역량 강화""","SK그룹의 전기차 충전기 업체 SK시그넷은 지난 18일 이사회를 열고 약 300억원 규모의 제3자 배정 유상증자를 결정했다고 19일 밝혔다. 이번 유상증자에는 SK㈜가 참여한다.
SK시그넷은 확보한 재원을 글로벌 시장 확장을 위한 생산 인프라 확충과 제품 경쟁력 강화에 투입할 계획이다.
특히 북미 텍사스 생산 거점을 중심으로 생산 역량과 운영 효율을 단계적으로 높이고, 고출력 초급속 충전기 라인업 확대와 사양 고도화를 위한 연구개발 투자를 가속할 예정이다.
이와 함께 전기차 충전기 제조에 필요한 핵심 원재료를 선제적으로 확보하고, 글로벌 공급망 운영 역량을 강화해 급변하는 시장 수요에 안정적으로 대응할 수 있는 기반을 구축한다는 목표다.
SK시그넷은 미국 정부의 '충전 인프라 확대 보조금'(NEVI) 참여를 통해 수천억원 이상 규모의 매출 증대 효과를 기대하고 있다.
SK시그넷은 2023년 미국 텍사스주 플라노에 현지 생산 공장을 설립하고 주요 인허가를 완료하며 NEVI 시장 진입 기반을 다졌다.
회사는 프란시스에너지, 길바코 등 미국 전기차 충전 네트워크 기업(CPO)들과의 독점 공급계약을 통해 국내 제조사 중 유일하게 NEVI 프로그램에 참여하고 있으며, 이 가운데 두 곳의 CPO는 현재까지 집행된 NEVI 사업권의 약 20%를 확보하며 가장 높은 점유율을 유지하고 있다.
SK시그넷은 북미 시장에서 축적한 경험과 노하우를 바탕으로 향후 유럽·남미·오세아니아 등 글로벌 시장 사업 기반을 점진적으로 확대해 나간다는 방침이다.
조형기 SK시그넷 최고경영자(CEO)는 ""NEVI 프로그램 재개 등 시장 모멘텀을 기회로 삼아 기술과 품질 경쟁력을 더욱 강화하고, 글로벌 시장에서 독보적인 전기차 충전 토털 설루션 공급자로 자리매김하겠다""고 밝혔다.
burning@yna.co.kr",https://www.yna.co.kr/view/AKR20251219026700003?section=industry/automobile,자동차
2025-12-18,"한온시스템, 유상증자 발행가액 2천830원 확정…9천834억원 조달","한국앤컴퍼니그룹의 자동차 열에너지 관리 설루션 기업 한온시스템은 지난 9월 결정된 주주배정 후 실권주 일반공모 방식 유상증자의 최종 발행가액이 주당 2천830원으로 확정됐다고 18일 밝혔다.
이를 통해 약 9천834억원을 조달할 예정이다.
이번 유상증자는 재무구조 개선을 최우선 목표로 조달자금 중 대부분인 8천834억원을 차입금 상환에 쓸 예정이다.
차입금 상환이 완료되면 올해 3분기 말 연결 기준 약 245.7% 수준이었던 부채 비율은 164.0% 수준으로 개선된다.
나머지 자금은 매입채무 지급을 위한 운영자금(512억원), 생산설비 증설 및 유지보수를 위한 시설자금(488억원) 등으로 활용된다.
유상증자로 새로 발행되는 주식 수는 3억4천750만주로, 한온시스템은 구주주(지난달 14일 기준)에게 보유 주식 1주당 신주 약 0.4주를 우선 배정하고, 오는 19∼22일 구주주 대상 청약을 실시한다.
한온시스템 최대 주주인 한국타이어앤테크놀로지(한국타이어·지분율 54.77%)는 구주주 배정 주식 수의 100%인 1억5천229만3천930주(새로 발행되는 주식의 43.8%)에 대해 청약에 참여하기로 지난 9월 이사회 결의를 통해 결정했다.
이는 유상증자에 대한 책임경영과 중장기 성장 전략에 대한 의지를 보인 것이라고 한온시스템은 설명했다.
주주배정 후 실권주가 발생하면 오는 24일과 26일 양일간 일반공모 청약이 진행되며 납입 예정일은 30일이다. 신주 상장 예정일은 내년 1월 12일이다.
이수일 한온시스템 대표이사 부회장은 ""이번 유상증자는 재무 안정성 확보를 기반으로 중장기 성장 전략을 추진하기 위한 중요한 전환점""이라며 ""친환경차 중심으로 재편되는 시장 환경 속에서 기술 경쟁력 강화와 사업 포트폴리오 고도화를 단계적으로 추진해 수익성을 개선할 계획""이라고 밝혔다.
sh@yna.co.kr",https://www.yna.co.kr/view/AKR20251218153300003?section=industry/automobile,자동차
2025-12-18,울산서 자율주행 버스 시범 운행…내년 상반기 유료 전환,"울산에서 자율주행 기술을 기반으로 하는 '고래버스'가 오는 29일부터 시범 운영을 시작한다.
울산시는 18일 중구 울산테크노파크 일원에서 고래버스 시승식을 열었다.
김두겸 울산시장을 비롯한 시의원, 기관장, 기업체 임직원 등이 직접 고래버스를 타보고 안전성을 점검했다.
고래버스는 거점형 지능형 도시(스마트시티) 조성사업의 하나로 도입된 지능형 이동 수단(스마트 모빌리티)이다.
자율주행 기술을 기반으로 운행되는 미래형 대중교통으로, 운전석이 있는 시내버스형과 운전석이 없는 순환형 등 두 종류가 운행한다.
이들 버스는 어린이보호구역 등 안전 운전이 필요한 구간에서는 사고 예방을 위해 동승한 운전자가 운전하고, 그 외 구간에서는 자율주행으로 움직인다.
시범 운행은 척과 반용종점을 출발해 다운2지구, 종가로, 상방사거리, 울산공항 등 중구와 북구지역에서 이뤄진다.
시는 자율주행에 관심이 있는 시민을 모집해 오는 22∼24일 버스를 체험할 기회를 제공할 예정이다.
시범 운행 기간에는 무료로 이용할 수 있으나, 승하차 때 반드시 교통카드를 태그해야 한다. 버스는 내년 상반기 중 유료 운행으로 전환될 예정이다.

시는 이용자가 전용 애플리케이션을 통해 출발지와 목적지를 입력하면, 최적 경로로 운행하는 수용응답형 교통 서비스 '울산마실고래버스'도 함께 시범적으로 운영한다.
이 버스는 정해진 시간표와 노선 없이 운행지역 수요에 반응하는 방식이다. 불필요한 운행은 줄이고 배차 간격을 단축할 수 있는 장점이 있을 것으로 시는 기대한다.
김두겸 울산시장은 ""이번 지능형 이동 수단 시범 운행은 울산이 인공지능(AI) 수도로서 이상을 구현하는 중요한 이정표가 될 것""이라며 ""자율주행 기술과 수요응답형 교통체계를 결합해 시민들에게 더 안전하고 효율적인 이동 서비스를 제공하겠다""고 말했다.
hkm@yna.co.kr",https://www.yna.co.kr/view/AKR20251218146200057?section=industry/automobile,자동차
2025-12-18,"르노코리아, 전기차 자체 보조금 800만원…세닉 E-Tech 할인","르노코리아는 정부의 전기차 보조금 소진에 대응해 자체 보조금 800만원을 지원한다고 18일 밝혔다.
이는 기존의 전기 스포츠유틸리티차(SUV) '세닉 E-Tech' 고객이 지원받을 수 있었던 국비·지자체 보조금 총액의 평균치다.
아울러 르노코리아는 연말을 맞아 세닉 E-Tech 구매 고객에게 최대 700만원을 지원하고 기존 르노코리아 고객이면 50만원을 추가로 지원한다. 이에 따라 세닉 E-Tech 할인액은 최대 1천550만원에 달할 전망이다.
세닉 E-Tech는 유럽 시장에서 호평받으며 '2024 유럽 올해의 차'에 오른 모델로 올해 국내에서는 999대가 한정 판매된다.
bingo@yna.co.kr",https://www.yna.co.kr/view/AKR20251218119000003?section=industry/automobile,자동차
