날짜,제목,본문,링크
2025-12-02 23:48:00,내년 예산안 국회 통과…총지출 727.9조·총수입 675.2조,"[서울경제]  내년 정부의 총지출은 727조 9000억 원, 총수입은 675조 2000억 원으로 확정됐다.  정부안보다 지출은 1000억 원 감소하고 수입은 1조 원 증가했다.  이에 따라 국가총생산(GDP) 대비 관리재정수지 비율은 당초 마이너스 4%에서 3.9%로 0.1%포인트 개선됐다.  여야는 2일 국회 본회의에서 이 같은 내용이 담긴 ‘내년도 예산안 및 기금 운용계획안’을 의결했다.",https://n.news.naver.com/mnews/article/011/0004562779
2025-12-02 23:42:00,[속보]'728조 원 규모' 2026년도 예산안 국회 본회의 통과,"[서울경제]  2026년도 예산안이 국회 본회의 문턱을 넘었다. 정부안인 728억 원 규모를 대부분 유지한 국회 수정안이 여야 합의로 본회의를 통과했다.  국회는 2일 727조 8791억 원 규모의 이재명 정부 첫 예산안을 통과시켰다. 여야는 예산안 세부 항목의 증·감액 여부를 팽팽히 다퉜지만 이날 극적 협의를 이끌어내며 재석 262인 중 찬성 248인, 반대 8인 기권 6인으로 최종 의결했다. 국회가 예산안 처리의 법정시한을 지킨 것은 5년 만이다.  국회는 이날 예비비 등을 일부 감액하되 줄인 범위 안에서 주요 민생 예산을 증액해 정부안에서 1268억 원을 순감액한 수준의 내년도 예산안을 도출했다. 국민의힘 측에서 줄곧 주장해온 지역사랑상품권(1조 1500억 원)과 국민성장펀드(1조 원) 등 정부의 핵심 국정과제 관련 예산의 감액은 이뤄지지 않았다. 대신 인공지능(AI) 지원과 정책펀드·예비비 분야에서 총 4조 3000억 원이 감액됐다. 국민의힘이 전액 삭감을 주장한 대통령실 특수활동비는 그대로 두되, 대통령실 운영비를 1억 원 줄였다. 한미관세협상 후속 조치로 논의된 대미 통상 대응 프로그램 예산이 1조 9000억 원 감액됐지만, 한미 협력을 위해 신설하는 한미전략투자공사 출자 예산 1조 1000억 원이 반영됐다.  이외에도 국회는 국가 전산망 데이터 손실을 예방하기 위해 국가정보자원관리원 재해복구시스템 구축 등에 3934억 원을 증액했다. 또 맞춤형 국가장학금 706억 원을 증액하고, 보훈 유공자에 대한 예우 강화를 위해 참전명예수당 192억 원을 증액했다. 수년간 이·전용 및 불용된 기초연금의 규모를 감안해 관련 예산은 2249억 원 감액했다. 법인세율을 과표구간별로 1%포인트 일괄 인상한 법인세법 개정안과 수익 1조 원 이상인 금융·보험사에 적용하는 교육세를 0.5%에서 1.0%로 높이는 교육세법 개정안 등이 예산 부수법안으로 함께 통과됐다.    이날 국회 본회의를 찾은 구윤철 부총리 겸 기획재정부장관은 “정부는 적극적 재정 운영을 통해 경제 성장과 세수 기반 확충으로 이어지는 선순환 구조를 구축하는것을 목표로 2026년도 예산안을 마련했다”며 “단순한 확장재정이 아닌 성과 중심의 전략적 재정 운용으로 전환하기 위해 역대 최대 규모의 지출 구조조정을 추진했다”고 설명했다. 국회 수정안을 설명한 한병도 국회 예산결산특별위원회 위원장은 “정부안에서의 총 지출 728조 59억 원에 대해 9조 3518억 원을 감액하고, 9조 2249억 원을 증액해 1268억 원을 순감액 했고, 결과적으로 727조 8791억 원으로 조정했다”고 밝혔다.    국회는 2026년도 예산안과 더불어 95건의 법안을 이날 본회의에서 함께 의결했다. 석유화학산업의 경쟁력 강화 및 지원에 관한 특별법안(석화지원법), 선거관리위원회법 일부개정법률안, 조세특례제한법 일부개정법률안 등 법안이다.  석화지원법은 글로벌 공급과잉과 원자재 가격의 불안정에 따른 경쟁력 약화 등 구조적 위기에 직면한 석유화학 산업의 구조 개편을 위해 마련됐다. 특히 석유화학 업계의 체질 개선을 위해 사업재편에 필요한 재정 및 금융 지원과 함께 공정위 기업결합 심사 기간을 120일에서 90일로 단축하는 등 내용이 담겼다. 또 구조조정 추진 기업뿐 아니라 준비 기업까지 경쟁사 사이의 정보 교환 및 공동행위를 장관 승인 아래 허용하는 특례가 포함됐다. 선관위법은 선거관리위원회 소속 4급 이상 공무원의 친족을 선관위에 채용할 시 의무적으로 신고해야 한다는 내용이 골자다.  조세특례제한법 개정안은 2026년부터 받는 고배당 상장기업의 주식배당소득에 최고세율이 30%인 배당소득 분리과세 특례를 적용하는 내용이다. 기존 정부안이 3억 원 초과 배당소득에 일률적으로 35% 세율을 매겼던 것과 달리 개정안은 최고세율을 25%로 낮추고 50억 원 초과 구간을 신설했다.",https://n.news.naver.com/mnews/article/011/0004562778
2025-12-02 23:18:00,[속보]'법인세 1%p 인상안' 국회 본회의 통과,"[서울경제]  법인세율을 과표구간별로 1%포인트 일괄 인상한 법인세법 개정안이 2일 재석 254인 중 찬성 169인, 반대 84인, 기권 1인으로 국회 본회의를 통과했다.",https://n.news.naver.com/mnews/article/011/0004562777
2025-12-02 23:04:00,[속보] '배당소득 50억 초과구간 신설·최고 30%세율' 법안 통과,[서울경제],https://n.news.naver.com/mnews/article/011/0004562776
2025-12-02 22:56:00,‘의대 학비 지원받고 10년 의무근무’ 지역의사법 국회 통과,"[서울경제]  대학입시에서 '지역의사 선발 전형'으로 합격하면 등록금·기숙사비를 전액 지원받고, 의사 면허를 딴 뒤 해당 지역에서 10년간 의무적으로 근무하도록 하는 법안이 2일 국회 본회의를 통과했다.  보건복지부는 2일 국회 본회의에서 이 같은 내용을 골자로 한 '지역의사의 양성 및 지원 등에 관한 법률'(지역의사법)을 포함해 복지부 소관 16개 법률안이 의결됐다고 밝혔다.  지역의사법은 지역의사의 선발·양성 및 지원을 통해 지역 간 의료인력의 수급 불균형 및 지역의료 격차 문제를 해결하려는 취지로 제정됐다. 해당 법률에서는 지역의사를 ‘복무형 지역의사’와 ‘계약형 지역의사’로 정의하고, 복무형 지역의사의 선발전형과 의무복무 관련 사항 및 지원 내용, 계약형 지역의사의 계약절차 및 계약기간, 지원 내용 등을 규정하고 있다.  복무형 지역의사 전형으로 선발된 학생은 국가와 지방자치단체로부터 입학금과 수업료, 교재비, 기숙사비 등을 대통령령에 정한 비용으로 지원받는다. 의사 면허를 취득한 뒤에는 10년간 해당 지역의 의무 근무를 강제화하는 조항도 담겼다. 복지부 장관 또는 시도지사는 지역 의사가 의무복무 기간을 채우지 않으면 시정명령을 내릴 수 있다. 또한 지역 의사가 시정명령을 이행하지 않으면 복지부 장관이 면허 자격을 정지시킬 수 있다. 면허 자격 정지를 3회 이상 받거나 복무를 이행하지 않으면 면허를 취소할 수도 있도록 했다.  복지부는 하위법령 제정 등 제도 시행 준비를 신속하게 진행할 계획이다. 이번 법률안 제정을 계기로 의료인력이 지역에서 일하고 싶은 환경을 만들기 위해 적극적으로 다양한 지원을 추진한다. 복무기간 중 주거지원, 직무교육, 경력개발 등 처우와 근무환경 개선을 위한 지원 뿐 아니라 지역에서도 경력이 확장될 수 있도록 교육·연구기회 확대, 지역 국립대학병원 수련, 해외연수 등을 지원할 예정이다. 복무기간 완료 후에는 해당 지역 내 의료기관에 우선 채용하거나 의료기관 개설을 지원하는 등 지역에 정착해 계속 경력을 이어나갈 수 있도록 하기 위한 다각적인 지원을 추진한다.  정은경 복지부 장관은 ""지역의사제의 법적 근거 마련은 지역·필수·공공의료 강화를 위한 첫걸음""이라면서 ""지역의사들이 그 지역의료의 핵심 주춧돌이 되도록 국가가 전폭 지원할 예정""이라고 강조했다.  한편 비대면 진료의 법적 근거를 마련한 '의료법 개정안'과 함께 만성적인 과로에 시달리는 전공의의 수련 환경을 개선하기 위한 '전공의의 수련환경 개선 및 지위 향상을 위한 법률 개정안'도 국회 문턱을 넘었다. 개정안은 전공의의 '연속 수련 시간 상한'을 36시간에서 24시간으로 단축하고, 전공의의 휴게·휴일·연장 및 야간 근로 등의 조건을 근로기준법에 따르도록 했다. 임신 중이거나 출산 후 1년 이내의 여성 전공의에는 '근로기준법' 상 모성보호 규정을 적용하도록 하고, 전공의 모집·선발 과정에서의 성차별 및 불공정 관행을 금지하는 내용도 담겼다.  응급의료법 개정안에는 방해금지 대상 응급의료 범위에 '상담'을 추가하고 응급의료종사자 폭행에 대한 처벌이 적용되는 장소를 '응급실'에서 '응급의료를 실시하는 응급실 외 장소'까지로 확대했다. 응급의료기관의 장 등은 응급의료 종사자가 폭행·협박 등으로 피해받은 경우 보호조치하도록 하고 응급의료 종사자 폭행에 대한 처벌을 강화하는 내용도 담겼다. 그 밖에 안경사 업무 범위에 시력 굴절검사를 추가해 안과 등 의료계와의 직역갈등을 촉발했던 '의료기사 등에 관한 법률 개정안'도 통과됐다.",https://n.news.naver.com/mnews/article/011/0004562775
2025-12-02 22:47:00,"서대문, 카페폭포 '에어돔' 운영","[서울경제]  서울 서대문구가 홍제폭포 앞 카페폭포 수변테라스에 반구형 투명 에어돔을 설치, 운영한다.  에어돔은 가로 11m, 세로 16m, 높이 5m 규모로, 내년 3월까지 매일 오전 10시~오후 8시 개방한다. 3일 오후 6시에는 크리스마스트리와 경관조명 점등식을 진행할 계획이다.  구는 지난겨울 처음 설치해 한파를 피해 폭포를 감상하는 공간으로 방문객의 큰 호응을 얻었다.  에어돔 주변에는 대형 크리스마스트리와 겨울 감성의 야간 경관조명을 설치하고 서대문구 공식캐릭터인 ‘서치’ 조명물도 배치한다.  이성헌 서대문구청장은 “‘폭포를 품은 실내 정원’이란 콘셉트로 조성된 카페폭포 에어돔이 따뜻한 휴식과 특별한 겨울 풍경을 선사하며 서울의 겨울철 힐링 명소로 더욱 사랑받길 기대한다”고 말했다.",https://n.news.naver.com/mnews/article/011/0004562774
2025-12-02 22:40:00,[여명]환율? 정치인부터 각성해야,"[서울경제]  경제학자 조지프 슘페터는 생전에 정치인을 ‘나쁜 기수(騎手)’에 빗댔다. 정치인은 안장에 오래 앉아 있는 데만 몰두한 나머지, 자신이 어디로 가는 지조차 신경 쓰지 않는다고 꼬집었다. 한 마디로 정치인들은 정책을 제대로 만드는 것보다 권력 유지에 더 급급하다는 것이다.  최근 원·달러 환율 급등을 두고 벌어지는 일을 유심히 살펴보면 슘페터의 통찰이 가슴에 와닿는다. 12·3 계엄이 발생한 지 1년 만에 우리 경제는 충격에서 벗어나 빠르게 회복 중이다. 다만 원화 가치가 급속히 빠져 이젠 달러당 1500원 돌파가 불안할 지경까지 왔다.  문제는 달러화 인덱스가 최근 1년간 하락 추세를 보이는 와중에 원화가 가파른 미끄럼을 타고 있는 점이다. 실제 유로화만 해도 같은 기간 달러화 대비 강세를 보였다. 원화 하락이 달러 강세에 따른 증상이기보다 우리만의 특수한 구조적 변화에 기인한 결과물일 수 있다는 뜻이다.  원·달러 환율을 둘러싼 여건을 보면 뭐 하나 호락호락한 게 없다. 기업과 개인 모두 달러화를 신줏단지 모시듯 할 형편이다. 당장 기업만 해도 연간 최대 200억 달러씩, 총 2000억 달러를 미국에 들이부어야 한다. 조선업의 미국 투자까지 합치면 총 3500억 달러에 이른다. 기업 입장에서 보면 생존을 걸고 미국 투자에 나서는 판에 벌어 들인 달러를 원화로 바꿀 유인 자체가 낮다.  부동산이 막힌 개인도 마찬가지다. 압도적 장기 수익률, 인공지능(AI) 문명을 설계하는 빅테크 중심의 포트폴리오, 탄탄한 투자 대기 수요 등은 우리 증시와 비교 자체가 어렵다. 환전 업무를 빌미로 증권사를 단도리친다고, 국내 주식에 더 투자하라고 국민연금을 압박한다고 될 일이 아니다.  이재명 정부를 비롯해 정치인들이 정작 더 신경 써야 할 부분은 단기적으로 확장 재정을 경계하고 중장기적으로 한국에 투자하게끔 법과 규제 등을 정비하는 일이다.  일단 돈을 적재적소에 잘 써야 한다. ‘없는 돈’을 만들겠다며 정부의 빚문서 격인 국채 발행을 남발하고, ‘있는 돈’을 엉뚱한 곳에 뿌려서는 진짜 답이 없다. 최근 1년간 원화가 주요 통화 대비 모두 약세를 기록한 데는 유동성이 많이 풀린 게 결정타였다. 그런데도 내년도 예산안에서 적자국채 발행 규모는 110조 원에 이른다.  거대 여당이라면 책임감을 갖고 예산 집행에 더 예민해져야 한다. 단기 지원 위주의 각종 보조금, 지역 민원성 인프라 예산, 경기진작 효과보다 재정부담이 더 크다는 지역화폐·소비쿠폰 집행 등은 꼼꼼히 따질 필요가 있다. 자기 브랜드, 민원성 예산을 칼질하는 읍참마속없인 환율 쏠림을 되돌리기 어렵다. 선거를 핑계로 삼을 수는 없다.  기업에 대한 이재명 정부의 시각도 교정할 부분이 적지 않다. 겉만 번지르르한 립서비스보다 한국을 매력적인 투자처로 만드는 게 우선이다. 그러면 기업은 오지 말라 해도 온다. 그런데도 주 52시간, 노란봉투법, 자사주 의무소각, 법인세 및 전기료 인상 같은 규제가 한꺼번에 쏟아지니 기업으로선 고국을 등지지 않고는 버텨낼 재간이 없게 된다.  원화 가치 하락이 두려운 이유는 방치하면 수입물가 급등으로 인플레이션이 심각해지기 때문이다. 인플레이션은 결과적으로 근로소득의 값어치를 떨어뜨리고 자본소득의 가치는 키운다. 알토란 아파트에 달러 자산도 많은 부자들이야 돈을 더 벌겠지만, 유리 지갑이 대부분인 중산층과 서민은 인플레이션 증세에 고스란히 노출돼 세금만 더 내기 십상이다. 별다른 자산이 없는 청년층이 더 힘들어지는 것은 말할 것도 없다.  난마처럼 얽힌 환율 실타래를 풀기 위해선 방만하게, 느슨하게 운용됐던 돈줄부터 바짝 죄일 필요가 있다. 정치인들도 이런 문제를 모르지 않을 것이다. 진짜 위기는 다 알면서도 방관하는, 혹은 이게 위기라고 생각하지 않는 오만에서 비롯된다. 환율 잡기는 쉽지 않다. 그렇다고 난공불락의 난제도 아니다. 정부가 각자도생에 여념이 없는 개인과 기업에 영(令)이 서려면, 아니 조금이라도 설득하려면 솔선수범하는 모습부터 보여야 한다.",https://n.news.naver.com/mnews/article/011/0004562773
2025-12-02 22:34:00,‘시범사업만 37년 쳇바퀴’ 비대면진료 제도화 15년만에 결실,"[서울경제]  코로나19 팬데믹과 지난해 의정 갈등 때 시범 운영되며 의료공백을 메웠던 비대면진료가 마침내 제도권 안으로 들어온다. 1988년 원격 자문이란 용어로 시범사업을 시작했던 1988년으로 거슬러 올라가면 37년 만에 병원에 직접 가지 않고 진료를 받는 원격진료의 합법화가 이뤄지게 됐다. 그동안 경제협력개발기구(OECD) 주요 회원국 가운데 비대면진료가 법으로 정해지지 않은 국가는 한국 뿐이었다.  보건복지부는 2일 비대면진료의 법적 근거를 마련하는 내용의 의료법 개정안이 국회 본회의를 통과했다고 밝혔다. 이번 개정안은 국무회의 상정·의결을 거쳐 공포 후 1년 뒤부터 시행된다.  복지부는 이날 통과된 개정안이 의약계와 환자·소비자 단체, 전문가 등의 의견 수렴을 거쳐 여야 합의로 통과됐다는 점에서 의의가 있다고 평가했다. 대면진료와 재진 환자 중심, 의원급 의료기관 중심, 전담기관 금지 등 의료계와 합의한 4대 원칙과 기술 발전을 고려해 유연한 법 체계를 마련했다는 설명이다. 정안은 비대면진료는 대면진료의 보완적 수단이라는 점을 명시하고, 일정 기간 내에 동일한 증상으로 대면 진료를 받은 기록이 있는 환자에 대해 비대면 진료를 실시해야 한다. 그렇지 않은 경우에는 환자 본인이 거주하는 지역 의료기관에서만 가능하도록 한정했다. 의원급 의료기관 중심으로 운영하되, 희귀질환자와 제1형 당뇨병 환자, 교정시설 수용자, 수술 후 경과 관찰이 필요한 환자 등 병원급 이상 의료기관 이용이 필요한 환자에 대해서는 예외를 뒀다. 희귀질환자, 제1형 당뇨병 환자 등에 대해서는 지역 제한도 적용되지 않는다.  전체 진료 중 비대면진료 건수가 차지하는 비율은최대 30%로 제한된다. 실제 환자를 일체 보지 않고 비대면진료만 전담하는 것을 막기 위해서다. 또 초진 환자가 비대면으로 처방받는 약 종류와 수량은 물론, 약 배송 허용 범위도 섬·벽지 등 취약지 거주자, 거동불편자 등으로 제한했다. 약사법과 의료법상 대면 진료 및 조제 원칙을 유지하고 약물 오남용을 막아 안전성을 최대한 확보하려는 조치다. 십 수년간 원격의료 법제화를 반대해 온 대한의사협회도 이번 개정안에 대해서는 ""의료계가 요구해온 원칙들이 상당 부분 반영됐다""며 긍정적인 평가를 내렸다.  비대면진료를 막는 규제를 풀기 위해 시범사업이 추진된 건 1988년부터다. 서울대병원이 한국통신(현 KT)의 도움을 받아 경기 연천군보건소의 엑스레이 판독을 도와주는 의사 간 원격자문 형태로 운영됐다. 의사가 취약지에 있는 환자 간 원격으로 소통하는 초기 단계의 비대면진료 모델이 구축된 건 1994년이었다. 이후 새 정부가 출범할 때마다 'U-헬스’, ‘E-헬스’ 등으로 용어를 바꿔가며 제도화를 위한 시범사업을 추진했고 국회에선 2010년 18대부터 관련 법이 발의됐지만 의사들의 반대에 막혀 15년간 단 한 건도 통과하지 못했다. 지지부진하던 비대면진료 제도화 논의가 급물살을 탄 건 코로나19 팬데믹을 거치면서다. 이후 약 5년 9개월간 시범사업으로 운영되면서 안정적 비대면진료 제공을 위한 법적 근거가 마련돼야 한다는 공감대가 이뤄졌다. 이번 22대 국회에서는 비대면진료 제도화를 위한 의료법 개정안 8건이 발의됐으며, 보건복지위원회에서 전자처방전 전달시스템 도입을 위한 의료법 개정안 1건까지 총 9건을 병합해 심의 후 대안을 마련해 지난달 20일 의결했다. 이후 법제사법위원회에서 일부 내용 및 체계·자구를 수정해 26일 의결됐다.  복지부는 법이 시행되기 전까지 시범사업 내용을 개편해 단계적으로 적용할 계획이다. 대상 환자의 기준, 지역 제한의 범위, 처방 제한 의약품의 종류 등 하위법령에서 규정할 구체적 사항은 의·약계, 환자·소비자 단체 등과 협의해 마련하고, 의료인과 환자 간 비대면진료 외에도 의료인 간 비대면협진 등 의료취약지 일차의료 강화 시범사업과 지역·필수·공공의료 강화를 위한 제도개선 방안 등도 논의한다.  정은경 복지부 장관은 “비대면진료 제도화를 위한 의료법 개정안이 국회 논의 시작 15년 만에 국회 본회의를 통과해 큰 의미가 있다고 생각한다”며 “의료의 질과 환자의 안전을 최우선으로 고려하여 대안이 마련된 만큼, 법이 시행된 이후에도 국민들이 안전하고 편리하게 비대면진료를 이용할 수 있도록 노력하겠다”고 말했다.    다만 일각에선 시범사업 때보다 규제 수준이 높아진 점을 들어 ""법이 퇴보했다""고 비판한다. 정부는 코로나19 유행 당시 비대면진료 대상 등에 제한을 두지 않았다. 이후 코로나19 확산세가 잦아들자 원칙적으로 동네 병원이 재진 환자에 대해서만 비대면 진료를 하도록 규제를 강화했다가, 작년 3월 의대 증원에 반발한 전공의들이 대거 이탈하며 의료 공백 우려가 커지자 다시 전면 허용했다.  한편 이날 비대면진료 법안과 함께 국회 본회의 통과가 점쳐졌던 '닥터나우 방지법'(약사법 개정안)은 이날 안건 상정 자체가 불발됐다. 작년 3월 의약품 도매업체인 비진약품을 자회사로 설립하고 관련 사업을 운영해 온 플랫폼 업체 닥터나우를 겨냥해 발의된 이 법안은 비대면진료 플랫폼 업체의 의약품 도매상 운영을 전면 금지하는 것이 핵심이다. 닥터나우는 약배송이 금지된 가운데 비대면진료를 받은 환자들이 처방받은 의약품 보유 약국을 찾아다니는 ‘약국 뺑뺑이’를 줄이기 위해 제휴 약국에 의약품을 직접 공급하는 한편 실시간 의약품 재고를 파악해 공개해 왔다. 그런데 플랫폼이 의약품 유통에 직접 관여하면 특정 약국을 우대하거나 특정 제약사 제품 처방 및 판매를 독려하는 신종 리베이트로 이어질 수 있다는 우려가 제기되면서 플랫폼의 도매업 겸업을 원천적으로 막는 약사법 개정안이 발의된 것이다. 해당 법안이 국회 복지위에서 의결되자 닥터나우를 비롯한 스타트업 업계에선 '제2의 타다금지법'이라는 비판이 쏟아졌다.",https://n.news.naver.com/mnews/article/011/0004562772
2025-12-02 22:20:00,[사진] 관세청 창고에 가득 쌓인 밀수 담배,[서울경제]  2일 서울 강남구 관세청 서울본부세관 압류 창고에 밀수 담배가 가득 쌓여 있다. 서울본부세관은 이날 수출된 국산 담배 175만 갑(시가 73억 원)을 국내로 다시 들여온 뒤 제3국으로 반송할 것처럼 꾸며 차익을 챙기려 한 일당 6명을 관세법 위반 혐의로 적발했다고 밝혔다. 연합뉴스,https://n.news.naver.com/mnews/article/011/0004562771
2025-12-02 22:15:00,"천호 로데오거리, 청년공간 조성","[서울경제]  서울 강동구는 2024년부터 추진한 ‘천호동로데오거리 청년거점공간 조성사업’을 마무리했다고 2일 밝혔다.  구는 시비 2억 원과 구비 2억 1000만 원을 들여 안전과 경관, 생활 편의 개선 작업을 벌였다.  작업은 2024년 중심가로 벤치와 한전 지상기기 개선을 시작으로, 2025년 가설울타리 정비, 이면골목 환경 개선, 야간 경관 조성, 자투리 공간 정비 등으로 확대됐다.  구는 이번 사업을 통해 천호동로데오거리가 단순한 범죄예방 구역을 넘어 원도심 활력 회복을 이끄는 청년문화 중심지로 자리매김할 것으로 기대했다.  이수희 강동구청장은 “앞으로도 안전하고 활기찬 원도심 생활·문화 중심지로 발전할 수 있도록 세심하게 살피겠다”고 말했다.",https://n.news.naver.com/mnews/article/011/0004562770
