날짜,제목,본문,링크
2025-12-04 23:46:00,"""살려줘"" 몸 피했지만...차로 문 뚫더니 살해","[이데일리 박지혜 기자] 충남 천안의 한 아파트에서 층간소음으로 갈등을 겪던 40대 주민이 70대 위층 이웃을 차로 쫓아가 흉기를 휘둘러 숨지게 했다.  4일 천안의 한 아파트에서 층간소음으로 다투던 이웃 주민을 살해한 사건 현장에 폴리스 라인이 설치돼 있다 (사진=뉴스1) 경찰과 소방당국 등에 따르면 4일 오후 2시 32분께 서북구 쌍용동 한 아파트에서 “흉기에 찔린 사람이 있다”는 119 신고가 접수됐다.  복부와 얼굴 등을 크게 다친 70대 남성 A씨는 심정지 상태로 병원에 옮겨졌으나 끝내 숨졌다.  경찰은 현장에서 40대 남성 B씨를 현행범 체포했다.  B씨는 이날 위층에 사는 A씨의 보일러 보수 공사 소음에 화가 나 흉기를 들고 올라가 범행을 저지른 것으로 조사됐다.  그는 자신이 휘두른 흉기에 다친 A씨가 아파트 관리사무소로 몸을 피하자 그를 쫓아가 범행을 이어갔다.  관리사무소 직원들은 문을 잠그고 B씨를 막았지만, B씨는 자신의 차를 타고 돌진해 관리사무소 문을 뚫고 들어가 다시 A씨에게 흉기를 휘두른 것으로 전해졌다.  관리사무소 유리문은 통째로 뜯겨 산산조각이 났고, B씨가 몰던 차량은 앞범퍼가 떨어질 정도로 크게 부서졌다.  경찰은 B씨를 상대로 정확한 범행 동기 등을 조사하는 한편, 살인 혐의로 구속 영장을 신청할 방침이다.",https://n.news.naver.com/mnews/article/018/0006177984
2025-12-04 23:20:00,'54살 김영우'...전 여친 살해범 공개되자 깜짝 놀란 이유,"[이데일리 박지혜 기자] ‘청주 실종 여성 살인범’ 김영우(54)의 두 얼굴이 드러났다.  청주 실종 여성 살인범 김영우(54)의 신상이 4일 공개됐다 (사진=충북경찰청) 4일 충북경찰청은 범행의 잔혹성과 피해의 중대성 등을 고려해 김영우의 얼굴과 이름, 나이 등 신상정보를 공개했다.  이날 SBS에 따르면 김영우는 진천군의 한 오폐수 처리업체 대표로 일하면서 해마다 장학금을 기탁하는 등 꾸준히 지역사회에 선행을 베풀어온 인물이었다.  하지만 그 이면에 전 여자친구를 살해하고 시신을 유기하는 잔인함이 있었다.  김영우는 지난 10월 14일 오후 9시께 충북 진천군 문백면 한 노상주차장에서 주차된 50대 전 연인 A씨의 차량에서 이성 문제로 말다툼을 벌이다 A씨를 흉기로 10여 차례 찔러 숨지게 한 혐의를 받는다.  그는 범행 이후 시신을 자신의 차량에 옮겨 싣고 이튿날 회사에 출근했다가 오후 6시께 퇴근한 뒤 거래처 중 한 곳인 음성군의 한 업체 내 오폐수처리조에 시신을 유기한 혐의도 있다.  검거 당시 범행을 부인하던 김영우는 경찰이 국립과학수사연구원 감식 결과 등 증거를 제시하자 범행 일체를 자백했다.  애초 A씨의 자녀는 지난 10월 16일 “혼자 사는 어머니와 연락이 닿지 않는다”며 경찰에 실종 신고를 접수했다.  A씨 가족은 A씨와 연인 사이였던 김영우를 용의자로 의심했지만, 경찰은 이 사건을 상당 기간 단순 가출 사건 정도로 취급한 것으로 전해졌다. 김영우를 대상으로 첫 참고인 조사를 진행한 것도 실종 신고 26일 만이었다.  살인, 사체유기 혐의로 구속 송치된 김영우는 이날 오전 9시 50분께 청주지검 청사에 도착해 ‘40여 일간 심경이 어땠냐’라는 취재진 질문에 “지옥과도 같은 시간이었다”고 답했다.  ‘범행이 평생 들통 나지 않을 것이라고 생각했나’는 물음에는 “그런 날이 올 거라고 생각했다”고 말했다.  김영우는 ‘피해자를 왜 살해했나’, ‘피해자에게 미안한 마음이 있나’고 묻자 “죄송하다”고 답하면서도 ‘흉기를 머리 준비했나’, ‘범행을 계획했나’는 질문엔 “아니다”라고 했다.  그러나 경찰은 그가 사전에 도로 CCTV 위치 등을 검색한 정황 등을 토대로 계획된 범행으로 보고 있다.  김영우가 범행에 사용한 흉기를 아직 찾지 못한 경찰은 그가 범행 뒤 차를 운전해 청주의 한 농로를 달리면서 흉기를 버렸다는 진술을 토대로 수색을 이어가고 있다.",https://n.news.naver.com/mnews/article/018/0006177983
2025-12-04 23:19:00,"경기도의회 국민의힘 대표의원, 단식 열흘 만에 병원행",[수원=이데일리 황영민 기자] 경기도의회 행정사무감사 보이콧 사태에 대한 김동연 경기도지사의 사과와 내년도 복지 예산 복원 등을 요구하며 단식농성에 들어갔던 백현종 도의회 국민의힘 대표의원(구리1)이 건강악화로 병원에 이송됐다.  25일 경기도의회 로비에서 백현종 경기도의회 국민의힘 대표의원이 경기도의 복지예산 삭감 및 행정사무감사 보이콧 사태에 항의하며 삭발을 단행하고 있다.(사진=황영민 기자) 백 대표의원은 단식 열흘째인 4일 오후 7시께 저혈당 증상이 심해져 119구급차로 동수원병원에 옮겨졌다.  이날 오전부터 건강 이상이 심해져 거동조차 어려웠던 백 대표의원은 저녁 시간 농성장을 찾은 최종현 도의회 더불어민주당 대표의원(수원7)과 대화 중 상태가 악화되면서 끝내 구급차를 타게 됐다.  백 대표의원은 지난달 25일 경기도 내년 예산안 중 복지예산이 대폭 삭감된 것과 경기도지사 비서실 등이 의회운영위원회 행정사무감사 수감을 거부한 것 등에 대해 항의하며 삭발과 함께 무기한 단식에 돌입했다.  지난달 29일 백 대표의원을 찾았던 김 지사는 이날 오전 출근길에 두 번째 방문한 데 이어 밤 10시께 백 대표의원이 이송된 병원을 방문해 20분간 대화를 나눴다.  경기도의회는 현재 국민의힘이 김동연 지사의 사과와 조혜진 경기도 비서실장 파면을 요구하는 집단행동에 들어가면서 내년도 본예산안 심의가 멈춘 상태다.,https://n.news.naver.com/mnews/article/018/0006177982
2025-12-04 23:19:00,"[美특징주]파이브빌로우, '어닝 서프라이즈'…개장전 강세",[이데일리 안혜신 기자] 5달러 이하 상품을 판매하는 할인전문점 파이브빌로우(FIVE)가 예상치를 웃도는 3분기 실적을 내놓은 뒤 개장 전 거래에서 강세를 보이고 있다.  3일(현지시간) 오전 9시15분 현재 개장 전 거래에서 파이브빌로우는 전 거래일 대비 2.58%(4.21달러) 상승한 167.36달러에 거래되고 있다.  파이브빌로우는 전날 장 마감 후 조정 주당순이익(EPS)이 0.68달러를 기록했다고 밝혔다. 이는 시장 전망치인 0.24달러 대비 3배에 이르는 수준이다. 전년도 기록했던 0.42달러와 비교해도 크게 늘어난 수준이다.  같은 기간 매출은 전년비 23.1% 늘어난 10억4000만달러를 기록하면서 이 역시 컨센서스인 9억8000만달러를 넘어섰다.,https://n.news.naver.com/mnews/article/018/0006177981
2025-12-04 23:05:00,"[美특징주]토스트, 개장전 상승…JP모건 ""주가 부진은 비중 확대 기회""","[이데일리 안혜신 기자] 레스토랑용 판매시점관리(POS) 서비스 제공 업체인 토스트(TOST)에 대해 JP모건이 긍정적인 전망을 내놨다.  JP모건 (사진=로이터) 4일(현지시간) JP모건은 토스트에 대한 투자의견을 기존 ‘중립’에서 ‘비중 확대’로 상향했다. 목표주가는 43달러로 제시했는데 이는 전 거래일 종가 대비 22% 높은 수준이다.  토스트 주가는 올 들어서만 4% 하락하면서 부진했다. 하지만 JP모건은 현재까지의 주가 부진이 비중을 늘릴 기회라고 평가하고 있다.  특히 내년 예측 성장성과 조정 상각 전 영업이익(EBITDA) 마진이 매력적이라고 봤다. 토스트가 리테일 푸드·음료, 엔터프라이즈, 해외 시장 등 총잠재시장(TAM)을 높은 투자대비수익(ROI)으로 확장해낼 경우 현재 밸류에이션에 추가 상승 여력이 있다는 설명이다.  JP모건은 “토스트는 레거시(구식) 유통·기술의 부담 없이 검증된 운영 방식으로 TAM을 확대하며 비용 절제를 병행해 2027년 추정 EBITDA 9억 7700만 달러를 달성할 수 있는 진정한 소프트웨어 기반 결제 리더로서 상위 10%대의 성장률을 유지할 것”이라고 설명했다.  한편 토스트 주가는 JP모건 호평에 힘입어 이날 오전 9시3분 현재 개장 전 거래에서 전 거래일 대비 4.52%(1.59달러) 오른 36.76달러에 거래되고 있다.",https://n.news.naver.com/mnews/article/018/0006177980
2025-12-04 22:59:00,[기자수첩]정책수단 취급받아선 안 될 국민연금,"[이데일리 마켓in 지영의 기자] 원·달러 환율이 1400원대에 고착되자 정부가 국민연금을 외환수급 논쟁의 중심에 세웠다. 해외투자 규모가 800조원에 육박하고 연간 수십조원의 달러 매수가 반복되는 만큼, 국민연금이 환율에 일정한 영향을 미친다는 분석에는 어느 정도 근거가 있다. 과거 수출·수입 결제가 중심이던 외환시장은 이제 국민연금·기관·개인의 해외투자가 만들어내는 ‘상시적 달러 수요’의 영향도 받기 시작했다.  [이데일리 김일환 기자]   그러나 국민연금을 고환율의 주범으로 지목하거나, 더 나아가 환율 관리를 위해 연금 운용을 조정하자는 주장은 위험한 발상이다. 최근 환율을 밀어올린 핵심 요인은 미국과의 금리차 확대, 글로벌 달러 수요 증가, 기업들의 대규모 해외투자 등 근본적인 거시 변수들이다. 문제의 본질을 제쳐둔 채 연금을 움직여 해결해보려는 논리는 정책적 책임 회피에 가깝다.  우려스러운 대목은 정부가 환율 논의 과정에서 국민연금의 역할을 반복적으로 거론하고 있다는 점이다. 최근 외환시장 대응 브리핑에서 구윤철 기획재정부 장관은 기금운용지침 제4조에 명시된 6대 원칙 가운데 공공성·유동성·안정성·수익성만을 선별적으로 부각했다. 그러나 정작 운용 원칙 중 핵심 축인 ‘지속가능성’과 ‘운용 독립성’은 언급하지 않았다. 국민연금 운용 원칙의 일부만 끌어다 연금이 ‘국가경제를 감안해 움직여야 한다’는 방향으로 해석을 시도하려는 경향이 엿보인다.  기금의 공공성이란 시장 충격을 줄이고 가입자의 이익을 최우선으로 보호하라는 의미이지, 정부 정책의 빈틈을 보완하라는 취지가 아니다. 그럼에도 정부가 연금의 원칙을 필요에 따라 선택적·편의적으로 해석하기 시작하면 위험하다. 국민연금은 투자기관이 아닌 정책수단으로 흐를 수밖에 없다.  국민연금의 역할은 어디까지나 가입자의 노후자금을 장기적으로 안정적으로 운용하는 것이다. 연금의 자산배분과 운용 전략은 수십 년에 걸친 복리 구조를 전제로 설계되고, 그 결과는 미래 세대의 보험료와 급여 수준에 직결된다. 이런 장기 구조를 두고 단기적 환율 부담을 완화하겠다는 이유로 연금을 움직이기 시작하는 순간, 그 비용은 고스란히 미래 세대의 낮아진 수익률로 돌아갈 수밖에 없다.  정부가 환율 불안 국면에 국민연금의 ‘뉴 프레임워크’ 마련을 언급하는 그 자체가 위험한 신호다. 기금운용지침의 원칙들은 가입자의 노후자산 보호라는 명확한 목표 아래 장기간 축적된 철학과 제도적 장치 위에 설계된 것이다. 이를 정부의 정책적 편의에 맞게 재구성하려는 시도는 연금의 운용 독립성을 약화시키고, 필요할 때마다 연금을 정책수단으로 동원할 수 있는 여지를 넓힌다. 새로운 틀이 형성되는 순간 정치·경제 상황에 따라 원칙이 흔들릴 수 있는 구조가 고착되고, 이는 기금의 장기 수익률과 지속가능성에 직접적인 위협이 된다.  더 큰 문제는 이런 개입이 반복될 가능성이다. 외환 불안이 생길 때마다 연금의 자산배분을 조정하는 방식이 관행화되면 기금의 안정적 운용 기반은 서서히 침식될 수밖에 없다. 미래 세대의 노후자금을 당겨 현재의 환율 불안을 덜어내는 구조는 지속 가능하지 않으며, 그 어떤 정책적 명분으로도 정당화할 수 없다.  정부 입장에서 1400조 국민연금은 막대한 자금력을 가진, 손 대고 싶은 유혹이 생길 대상일 수밖에 없다. 그래서 정부의 국민연금 역할론을 날카롭게 경계해야한다. 환율 급등의 원인이 글로벌 거시 경제 영향이 큰 만큼 해법은 외환시장 인프라 개선, 기업 외화 유턴 구조 마련 등 근본적 영역에서 찾아야한다. 연금을 활용하기 쉽게 운용지침을 건드리거나, 통제하는 식으로는 안 된다. 국민연금은 시장 변동성을 흡수하는 완충 장치가 아니라 국민의 노후를 지탱하는 마지막 보루다. 이 보루를 손쉬운 정책 대안으로 사용하기 시작하는 순간, 그 비용은 현재의 안정이 아니라 미래 세대의 손실로 돌아올 수밖에 없다.",https://n.news.naver.com/mnews/article/018/0006177979
2025-12-04 22:54:00,"한수원, 체코원전 수출 채비…기자재 공급사 입찰설명회","[이데일리 김형욱 기자] 한국수력원자력은 4~5일 서울 한수원 방사선보건원에서 체코 두코바니 원전사업 기자재 공급사 간담회를 열었다고 4일 밝혔다.  한국수력원자력이 4~5일 서울 한수원 방사선보건원에서 진행하는 체코 두코바니 원전사업 기자재 공급사 간담회에서 참석자들이 기념촬영하고 있다. (사진=한수원) 한수원이 지난 6월 약 26조원에 수주해 추진 예정인 체코 두코바니 원전 2기(5·6호기) 사업에 국내 기자재 기업이 차질 없이 입찰할 수 있도록 정보를 제공하기 위한 자리다. 한수원에 등록된 보조기기 공급자격 업체 120여개사 200여명이 참석해 앞으로의 입찰 일정 및 사업 계획을 공유했다.  한수원은 올 8월 대규모 공급자 설명회를 개최한 데 이어 이번 간담회에서 세부 입찰 품목과 일정, 기술 및 품질 요건, 평가 기준을 공유했다.  한수원은 올 연말까지 공급사 신청을 받고 내년 1분기 중 평가를 완료한 후 내년 3분기부터 보조기기 입찰을 위한 사전공고를 개시할 예정이다.  전대욱 한수원 사장 직무대행은 “체코 원전수출 성공을 위해선 보조기기를 제때 공급하고 설치하는 게 무엇보다 중요하다”며 “이번 수출이 국내 원전산업계가 함께 성장하는 계기가 될 수 있도록 적극 지원할 것”이라고 말했다.",https://n.news.naver.com/mnews/article/018/0006177978
2025-12-04 22:49:00,"서울경찰, 기습폭설에 ""교통비상 총력대응…내일 출근길 결빙 순찰""","[이데일리 스타in 주미희 기자] 서울에 예상보다 많은 눈이 내린 가운데, 경찰이 위험 도로를 통제하고 교통 비상을 발령하는 등 대응에 나섰다.  폭설에 서행하는 차량.(사진=연합뉴스) 서울경찰청은 4일 “예상보다 많은 눈이 내려 위험한 도로를 우선적으로 통제하고 각 경찰서장을 중심으로 교통 비상을 발령하는 등 모든 기능을 총동원해 총력 대응 중”이라고 밝혔다.  또 5일은 안전 사고를 예방하기 위해 아침 출근길 결빙 구간을 반복 순찰할 예정이다.  경찰은 밤 9시 30분 기준, 내부순환로·북부간산도로 진입램프와 양재천지하차도, 강변북로 자양고가차도 등 9개 구간을 통제하고 있다.  경찰은 시민들에게 강설 및 결빙으로 인한 교통사고 위험이 높은 도로를 우회하는 등 안전 운전에 각별히 유의해 줄 것을 당부했다.  경찰은 “눈이 그친 이후에도 내일 아침 출근 시간대 결빙구간에 사고 방지를 위해 반복 순찰도 병행할 예정”이라며 “강설에 따른 교통 불편 신고에 대해 적극 대응할 예정이므로 필요 사항을 경찰에 신고해주시기 바란다”고 밝혔다.",https://n.news.naver.com/mnews/article/018/0006177977
2025-12-04 22:43:00,고령화 시대 산업인력 확보 전략은…9일 산업연구원 포럼,"[이데일리 김형욱 기자] 산업연구원은 오는 9일 오후 2시~5시 서울 한국프레스센터에서 ‘인구 감소·고령화에 대응한 산업인력 확보 전략’을 주제로 한 연구원 50주년 기념 포럼을 연다고 4일 밝혔다.  국가데이터처 장래인구추계(2022~2072년) 중 총인구 변화 전망. (표=국가데이터처) 비혼 및 저출생 여파로 세계 최저 수준까지 한국 총인구는 2020년 5184만명을 정점으로 감소하기 시작해 2072년이 되면 3622만명으로 줄어들 전망이다.  고령화도 심화해 65세 이상 고령 인구도 올해 1000만명을 넘어 2072년엔 인구의 절반 이상(1775만명)이 고령자가 될 전망이다. 사회 전반이 활력을 잃는 것을 넘어 산업을 유지할 최소한의 인력 확보도 어려워지는 것이다.  최슬기 한국개발연구원(KDI) 국제정책대학원 교수가 산업별 인구전략을 주제로, 길은선 산업연구원 연구위원이 산업별 세대교체 인력수요 분석을 주제로 각각 주제발표한다. 이동희 산업연구원 선임연구원은 인구구조 변화에 대응한 고령 인력 활용 전략을 발표한다.  이어 권기섭 전 경제사회노동위원회 위원장을 좌장으로 한 토론도 이어진다. 오삼일 한국은행 팀장, 유혜정 한반도미래인구연구원 센터장, 이종관 연세대 교수, 임영미 고용노동부 실장이 참여 예정이다.  산업연구원 관계자는 “이번 토론을 통해 인구 감소와 산업구조 변화에 따른 산업별 인력수급 방안을 모색하고 현재 시행 중이거나 논의 중인 정책의 개선과 새로운 정책과제를 논의할 예정”이라고 전했다.",https://n.news.naver.com/mnews/article/018/0006177976
2025-12-04 22:37:00,"내란 재판 출석한 尹 ""군의 선관위 개입, 근본적으로 불가능""","[이데일리 스타in 주미희 기자] 윤석열 전 대통령이 자신의 내란 재판에 출석해, 군의 선관위 개입은 근본적으로 불가능하다고 주장했다.  윤석열 전 대통령이 지난 9월 26일 서울 서초구 서울중앙지법에서 열린 특수공무집행방해, 직권남용 권리행사방해 등 혐의 사건 1차 공판에 출석해 있다.(사진=공동취재단) 윤 전 대통령은 4일 서울중앙지법 형사합의25부(지귀연 부장판사) 심리로 열린 내란 우두머리, 직권남용 권리행사방해 혐의 사건 재판에서 부정선거 적발은 고도화된 전문 지식이 필요해 군 역량으로는 원칙적으로 어렵다며 이같이 말했다.  그러면서 상당한 전문 지식을 가진 기관으로 황교안 전 국무총리가 이끄는 ‘부정선거부패방지대’를 언급하기도 했다.  이날 재판에서는 계엄을 사전 모의했던 이른바 ‘햄버거 회동’에 참여한 문상호 전 정보사령관과 김용군 전 대령이 증인에 대한 증인 신문이 이뤄졌다.  문 전 사령관은 법정에서 비상계엄 선포 당일 오전, 노상원 전 정보사령관에게서 전투 조끼와 개인당 실탄 10발을 챙기라는 연락을 받았다고 증언했다.  문 전 사령관 증인신문 절차가 모두 끝나자 윤 전 대통령은 재판부에 직접 발언하겠다며, 군 조직이 선거 시스템을 조사하는 건 현실적이지 않다는 점을 피력했다.  윤 전 대통령은 “(부정선거를 조사하기 위해서는) 전문가들이 가야 한다”며 “군이 가서 뭘 한다는 게 근본적으로 불가능이란 말씀을 재판부에 드리고 싶다”고 밝혔다.  문 전 사령관은 지난해 12월 1일 경기도의 한 햄버거 패스트푸드점에서 정보사 소속 대령 2명과 함께 노 전 사령관을 만났다며 그가 ‘조만간 계엄 같은 상황이 있을 수 있다’는 말을 했다고 증언했다.  또한 계엄 당일에는 노 전 사령관으로부터 ‘오늘 저녁 임무가 있을 수 있으니 선관위로 들어가 출입을 통제하라’고 지시받았다고 했다.  노 전 사령관에게 정보사 소속 요원 정보를 제공한 다른 인물인 김 전 대령의 증언도 이어졌다.  특검팀이 “비상계엄 당일이 돼서야 노상원이 추천한 명단을 어떻게 썼는지 알게 됐다는 취지인데, 왜 내가 추천한 사람을 계엄에 끌어들이냐고 (노 전 사령관에게) 항의했냐”는 질문에 그는 “항의했다”고 답했다.  다만 노 전 사령관에게 정보사 소속 요원 정보를 전달하게 된 경위에 대해서는 증언을 거부했다.",https://n.news.naver.com/mnews/article/018/0006177975
