제목,본문,날짜,링크
틱톡 '美 사업 분리' 계약 체결…美주도 합작법인 출범 임박,"이 기사는 국내 최대 해외 투자정보 플랫폼 한경 글로벌마켓에 게재된 기사입니다.   동영상 플랫폼 틱톡 모회사인 중국 바이트댄스가 오라클 등 투자자들과 틱톡 미국 사업을 담당할 합작회사를 내년 설립한다.  18일(현지시간) 블룸버그통신에 따르면 추쇼우지 틱톡 최고경영자(CEO)는 이날 직원에게 보낸 메모에서 바이트댄스가 오라클, 실버레이크, MGX와 미국 합작회사 설립을 위한 구속력 있는 계약을 맺었다고 밝혔다.  실버레이크는 테크 기업 투자를 주로 하는 미국 사모펀드 운용사다. MGX는 아부다비 국부펀드와 아랍에미리트(UAE) 기술 기업 G42가 지난해 세운 투자사다.  추 CEO는 거래 완료 시점이 내년 1월 22일이라고 밝히며 “미국 합작사는 미국 내 데이터 보호, 알고리즘 보안, 콘텐츠 관리, 소프트웨어 보증 권한을 보유한 독립 법인으로 운영될 것”이라고 설명했다. 이어 “틱톡 글로벌의 미국 법인은 글로벌 제품의 상호 운용과 전자상거래, 광고, 마케팅 등 상업 활동을 담당할 것”이라고 덧붙였다.  오라클을 중심으로 한 투자자 컨소시엄은 새 합작회사의 지분 절반가량을 보유한다. 오라클, 실버레이크, MGX가 15%씩 총 45%를 확보하며 바이트댄스는 19.9% 지분을 가질 예정이다.  나머지 30.1%는 바이트댄스 기존 투자사들이 소유한다. 로이터통신은 이번 계약에 따라 바이트댄스가 미국 자산의 80% 이상을 미국을 포함한 글로벌 투자자에게 매각한다고 밝혔다.  바이트댄스는 틱톡 인공지능(AI) 알고리즘 사용권(라이선스)을 미국 합작회사에 제공하는 것으로 알려졌다. 블룸버그는 새 합작회사가 오라클 전산 인프라를 활용해 기존 알고리즘을 기반으로 새로운 AI 시스템을 훈련할 계획이라고 전했다. 임다연 기자",2025.12.19. 오후 4:17,https://n.news.naver.com/mnews/article/015/0005226848
현대차 국내사업본부장 교체…신임 본부장에 윤효준 전무,"현대자동차는 윤효준 상무를 전무로 승진시키고 국내사업본부장으로 임명했다고 19일 밝혔다.  윤 신임 본부장은 국내 판매, 마케팅, 인사 등 다양한 분야에서 경험을 쌓았고 직전에는 국내지원사업부장을 맡아 국내 시장 판매 확대와 경쟁력 강화를 위한 인력·인프라 지원을 총괄했다.  김승찬 전무는 지난 8일자로 정유석 부사장의 뒤를 이어 국내사업본부장으로 내정됐으나 최근 일신상의 이유로 사의를 표명했다.  현대차는 윤 본부장의 풍부한 경험과 전문성을 바탕으로 국내 판매 경쟁력을 유지하고 국내 사업의 안정적 성장과 수익성 제고를 추진할 계획이다.",2025.12.19. 오후 4:17,https://n.news.naver.com/mnews/article/015/0005226847
비트코인 다음은 핵융합…확장하는 '트럼프 제국',"이 기사는 국내 최대 해외 투자정보 플랫폼 한경 글로벌마켓에 게재된 기사입니다.   도널드 트럼프 미국 대통령이 설립한 SNS 플랫폼 트루스소셜의 모회사인 트럼프미디어&테크놀로지그룹(트럼프미디어)이 미국 핵융합 기술 개발업체 TAE테크놀로지스와 약 9조원 규모 합병에 합의했다.  이 소식에 트럼프미디어 주가는 단숨에 40% 넘게 급등했다. 트럼프 일가는 가상자산 시장에 이어 핵융합 에너지 분야까지 사업 영역을 넓히게 됐다.  트럼프미디어는 18일(현지시간) 전액 주식 교환 방식으로 TAE테크놀로지스와 합병해 핵융합 발전 분야에서 세계 첫 상장 기업을 출범시킬 계획이라고 밝혔다. 합병 이후 신설 법인 지분은 양사가 절반씩 보유하게 되며, 거래 규모는 60억달러(약 8조8680억원)를 웃돈다.  합병 법인은 내년부터 세계 최초 상업용 핵융합 발전소 건설에 들어가고, 이후 추가 발전소 건설도 추진할 방침이다. 첫 전력 생산 시점은 2031년으로 잡았다. 인공지능(AI) 붐에 따른 전력 수요 급증을 겨냥해 트럼프 일가가 에너지 부문으로 사업을 확장했다는 분석이 나온다. TAE테크놀로지스는 세계에서 가장 오래된 민간 핵융합 기업 중 하나로 꼽힌다.  나스닥시장에 상장된 트럼프미디어 주가는 이날 41.93% 급등했다. 비트코인 등 가상자산 투자 손실로 재무적 불확실성이 커지며 올해 들어 최대 70%까지 하락했지만 손실 폭을 상당 부분 만회했다. 트럼프미디어는 20억달러(약 3조원) 상당의 비트코인 등 가상자산을 매입하고, 여러 종류의 스테이블코인과 밈코인을 발행해 왔다.  트럼프 대통령은 2030년까지 대형 기존 원자로 10기 건설을 목표로 하는 행정명령에 서명했으며, 가동이 중단된 원자력발전소 재가동에 정부 자금을 투입해야 한다는 입장을 밝혀 왔다. 그는 현재 약 100기가와트(GW) 수준인 원전 설비용량을 2050년까지 400GW로 확대하겠다는 목표도 제시했다.",2025.12.19. 오후 4:14,https://n.news.naver.com/mnews/article/015/0005226846
"[속보] 李대통령 ""법무부 매우 중요한 기관…국민신임 저버리지 말아야""","[속보] 李대통령 ""법무부 매우 중요한 기관…국민신임 저버리지 말아야""",2025.12.19. 오후 4:11,https://n.news.naver.com/mnews/article/015/0005226845
"농협금융, 고객에게 찾아가는 금융교육 실천…포용·상생금융 앞장","농협금융지주는 금융소비자의 금융에 대한 이해도 제고와 금융사기 피해 예방을 지원하기 위해 고객 대상 금융교육을 그룹 차원에서 지속 확대하고 있다고 19일 밝혔다.  농협금융은 올 한 해 동안 농협은행, NH투자증권, 농협생명, 농협손해보험 등이 주축이 돼 각 사의 전문성을 바탕으로 청소년과 다양한 계층의 고객을 대상으로 생활 밀착형 금융교육을 실시해왔다.  특히 금융감독원이 추진하는‘1사1교 금융교육’등 정책 취지에 부응해 학교 및 지역사회와 연계한 금융교육에도 참여하는 등 미래 세대의 금융역량 강화를 위한 역할을 수행하고 있다.  농협은행은‘히어로고객’으로 지칭한 경찰·소방공무원 및 군 장병을 대상으로 신규 금융교육을 실시한 바 있다. 수능을 마친 고3 학생을 대상으로 '학교로 찾아가는 금융·진로교육'을 전국적으로 진행하여 호평받고 있다.  NH투자증권은 금융교육 활성화를 위해 외부 전문교육업체와 계약을 맺고 실시한 ‘자유학기제 금융교육’ 활동은 우수사례로 평가받고 있다. 임직원 주도의 자발적 금융교육 참여에 앞장서고 있다.  농협금융은 ""금융교육은 고객이 금융을 올바르게 이해하고 활용할 수 있도록 돕는 중요한 기반""이라며 ""앞으로도 그룹 차원의 협업을 통해 고객 중심 금융교육을 지속 확대해 나가겠다""고 말했다.",2025.12.19. 오후 4:11,https://n.news.naver.com/mnews/article/015/0005226844
삼성전자 '엑시노스 2600' 공개…AI 성능 113% 향상,삼성전자가 차세대 스마트폰 애플리케이션프로세서(AP) ‘엑시노스 2600’을 공개하고 대량 양산을 시작했다. 엑시노스 2600은 내년 2월 출시되는 갤럭시 S26 시리즈에 탑재된다. 엑시노스의 성능이 대폭 개선되면서 삼성의 스마트폰 칩 자립에 속도가 붙을 것으로 전망된다.  삼성 반도체는 19일 자사 홈페이지에 엑시노스 2600 세부 스펙을 공개했다. 엑시노스 2600은 삼성 시스템LSI 사업부가 설계하고 삼성 파운드리(반도체 수탁생산) 사업부의 최첨단 2나노(㎚·1㎚=10억분의 1m) 공정으로 제조되는 칩이다. 이날 홈페이지에 삼성은 엑시노스 2600의 제품 상태를 ‘대량 양산’(Mass production)으로 표기했다.  엑시노스 2600의 특징은 인공지능(AI) 처리 성능이 획기적으로 발전했다는 것이다. AI 연산을 담당하는 신경망처리장치(NPU) 성능은 전작(엑시노스 2500) 대비 113% 향상됐다. 전체 AI 작업을 관장하는 중앙처리장치(CPU) 연산 성능은 전작보다 최대 39% 개선됐다.  그래픽처리장치(GPU) 성능도 전작 대비 두배가량 높아졌다. 이를 통해 스마트폰에서 각종 생성형 AI 작업은 물론 고성능 게임까지 막힘없이 구동할 수 있게 됐다. 삼성전자는 “엑시노스 2600을 통해 더욱 방대하고 다양한 AI 모델을 이용할 수 있게 됐다”고 설명했다.  성능은 대폭 향상됐지만 내열 성능은 전작 대비 16% 강화됐다. 업계 최초로 열 관리 기술인 HPB(히트 패스 블록)를 도입해 열 저항을 높인 덕분이다. 비디오를 촬영할 때 눈 깜박임도 실시간으로 포착하는 등 동영상 처리 기술도 더욱 정교해졌다.  엑시노스 2600은 삼성 시스템 반도체 부활의 신호탄이 될 것으로 전망된다. 삼성 플래그십 S 시리즈에 탑재된다는 것은 그만큼 성능과 수율(생산품 중 양품 비율)이 확보된 것이기 때문이다. 전작인 엑시노스2500 시리즈는 낮은 수율과 성능 문제로 갤럭시 S25 탑재가 무산됐다.  삼성 갤럭시는 플래그십 S 시리즈에 주로 퀄컴의 스냅드래곤 칩을 탑재해왔다. 엑시노스 탑재를 계기로 삼성의 스마트폰 칩 자립에도 속도가 붙을 것으로 전망된다. 박의명 기자 uimyung@hankyung.com,2025.12.19. 오후 4:11,https://n.news.naver.com/mnews/article/015/0005226843
"금감원 ""인지수사권 달라"" vs 금융위 ""취지 훼손""…신경전","금융위원회와 금융감독원이 19일 이재명 대통령 업무보고 자리에서 특별사법경찰(특사경) 인지수사권을 둘러싸고 신경전을 벌였다.  금감원은 금감원 특사경 인지권한 확대를 요구했고 금융위는 제도의 취지를 이유로 들어 반대하는 입장을 내비쳤다. 이재명 대통령은 ""필요하다면 인지권한 확대 방안을 검토해라""며 금감원의 손을 들었다.  논쟁은 이 대통령이 주가조작근절 합동대응단에 대해 질의하면서 시작됐다. 이 대통령은 합동대응단이 아직 1호, 2호 사건만 발표한 것이 속도가 느리다며 추가 인력 파견에 대해 언급했다. 그러면서 ""한 개의 팀을 더 만들어 서로 경쟁시키는 것은 어떻느냐""고 제안했다.  하지만 이 원장은 인력이 없어 추가 인력 파견이 어렵다며 금감원 중심으로 주가조작 관련 조사를 추진해야 한다고 했다. 그는 ""대부분의 사건은 포렌식 작업에만 3~4일이 소요돼 가용 인력이 충분하지 않다""며 ""대응단을 복수 팀으로 나눠 경쟁 구조로 운영하기보다는 금감원이 중심이 돼 함께 운영하는 방식이 더 효율적""이라고 설명했다.  이 원장은 특히 인지수사권의 필요성을 강조했다. 그는 “해당 권한이 부여된다면 합동대응단과 병행 운영하는 방식도 충분히 효과를 낼 수 있다”고 말했다.  이에 이억원 금융위원장 요청으로 박민우 금융위 증권선물위원회 상임위원이 발언에 나섰다. 박 위원은 금감원 인력이 공무원이 아니라는 점을 들어 제도적 배경을 설명했다.  박 위원은 ""공무원 대상 조사에 대해 검찰이 인지권한을 갖는 것은 국회와 법원에서도 문제가 없다고 판단한 사안""이라며 ""민간인을 대상으로 광범위한 수사권을 부여할 경우 국민 법감정이나 권한 남용 우려가 있어 일정한 통제가 필요하다는 취지""라고 설명했다.  이 원장은 금융위에 입장표명에도 재차 인지수사권을 부여해달라고 강조했다. 그는 ""건강보험공단 특사경의 경우 인지권한이 있는 것으로 보고받았고, 부동산감독원 신설 논의에서도 해당 권한이 포함된 것으로 알고 있다""고 했다.  이 대통령도 ""사실관계를 다시 확인하고, 필요하다면 인지권한 확대 방안을 검토해보라""고 말했다.",2025.12.19. 오후 4:10,https://n.news.naver.com/mnews/article/015/0005226842
"챗GPT 대화 후 '극단적 선택' 늘자…오픈AI, 나이 판별 도입","오픈AI가 챗GPT에 이용자 나이를 판별하는 도구를 도입했다. 청소년들이 챗GPT와 대화한 이후 극단적 선택을 하는 사건이 연이어 발생해서다. 오픈AI는 관련 사고 이후 비판과 소송에 직면해 있다.  오픈AI는 18일(현지시간) 소비자용 요금제에 연령 예측 모델을 차례로 도입하고 있다고 밝혔다. 해당 모델은 이용자가 챗GPT와 나누는 대화의 주제나 주로 사용하는 시간대 등 다양한 신호를 분석해 해당 이용자가 18세 미만인지를 판별한다.  회사는 ""계정 이용자가 미성년자일 가능성이 있다는 판단이 들면 청소년 보호 장치를 자동 적용하는 데 도움이 될 것""이라며 ""연령에 대한 확신이 없거나 정보가 불완전하다면 기본적으로 '18세 미만(U18) 원칙'을 적용하고, 성인에게는 연령을 확인할 수 있는 방법을 제공할 것""이라고 설명했다.  이용자가 미성년자로 판별되거나 나이가 불분명하면 챗GPT는 즉시 '18세 미만' 환경을 강제로 적용한다. 18세 미만 환경 모드는 폭력적인 묘사나 위험한 행동을 조장하는 챌린지, 성적 역할극, 신체 왜곡 콘텐츠 등을 차단한다. 아울러 미성년 이용자에게 안전 문제가 발생하거나 위험한 것으로 평가되는 대화가 이뤄질 경우 챗GPT는 긴급 서비스나 위기 지원기관에 연락하라고 이용자에게 강하게 권고하게 된다.  오픈AI는 이와 같은 '18세 미만' 환경에 적용되는 원칙은 미국심리학회(APA) 등 전문가 자문을 거쳐 마련했다고 설명했다. 다만 오픈AI는 ""아직 시스템이 완벽하지 않아 성인을 미성년자로 오인할 수도 있다""고 말했다. 이 경우 '셀카 동영상'이나 여권을 비롯한 정부 발급 신분증을 통해 성인임을 인증하면 이전처럼 이용할 수 있다.  오픈AI는 이 과정에서 제출한 영상이나 신분증 정보는 검증 즉시 몇 시간 내에 폐기된다고 설명했다. 개인 식별정보를 저장하지 않는다고 덧붙여 강조했다.  챗GPT는 약관상 13세 미만은 서비스에 접속할 수 없다. 13∼18세는 부모나 법적 보호자의 동의를 얻어야만 이용 가능하다.  하지만 오픈AI는 최근까지 이용자가 가입시 입력한 생년월일을 따로 검증하는 절차를 두지 않았다. 미성년들이 부모의 승인 없이 우회 가입할 수 있었던 것.  앞서 캘리포니아주의 고등학생 애덤 레인(16)을 비롯한 미성년자들이 챗GPT와 대화한 이후 망상이나 우울증 등에 시달리다 생을 마감한 바 있다. 유가족들은 오픈AI가 미성년 안전장치 없이 서비스를 출시했다며 소송을 제기했다. 오픈AI는 지난달 말 레인 사건을 담당하는 법원에 제출한 문서에서 레인이 13∼18세 이용자는 보호자 동의를 받도록 한 약관을 무시했다고 주장했다.",2025.12.19. 오후 3:59,https://n.news.naver.com/mnews/article/015/0005226841
"美 브라운대 총격 사건 용의자 숨진 채 발견 ""MIT교수도 살해""","미국을 최근 떠들썩하게 했던 명문 브라운대 집단 총격 사건과 매사추세츠공대(MIT) 교수 피살 사건의 용의자가 숨진 채 발견됐다.  현지 수사당국 관계자들은 두 사건의 용의자가 클라우디우 네베스 발렌트(48)로 밝혀졌으며, 그가 빌렸던 뉴햄프셔주 소재 보관시설 내에서 18일 저녁(현지시간) 네베스의 시신이 발견됐다고 기자회견을 통해 밝혔다.  시신의 상태로 보아 발렌트는 총으로 스스로 목숨을 끊은 것으로 보이며 숨진 후 시일이 상당히 지났을 가능성이 있는 것으로 알려졌다.  포르투갈 국적인 발렌트는 숨진 누누 루레이루(47) MIT 교수 겸 플라즈마과학·핵융합센터 소장과 1995∼2000년에 포르투갈 리스본 고등이공대 물리학과에서 함께 공부한 대학 학부 동창이었다.  발렌트는 유학생용 F1 비자를 받아 2000년 가을부터 2001년 봄까지 브라운대에 물리학과 박사과정 대학원생으로 등록했다가 휴학원을 낸 후 복학하지 않았으며 2003년에 자퇴 처리됐다.  그는 'DV1'이라는 영주권 추첨 프로그램으로 2017년 9월에 미국 영주권을 받았고, 알려진 마지막 주거지는 플로리다주 마이애미였던 것으로 전해졌다.  '다양성 비자 프로그램'으로 불리는 DV1 프로그램은 미국에 합법으로 이주하는 이민이 적은 나라 출신자들을 대상으로 연간 최대 5만명을 추첨으로 선발해 영주권을 준다.  DV1 프로그램과 관련해 크리스티 놈 국토안보부(DHS) 장관은 18일 밤 소셜미디어 게시물에서 도널드 트럼프 대통령의 지시에 따라 이 제도를 중단키로 했다며 ""이 극악무도한 사람은 애당초 우리나라에 입국이 허용돼서는 안 됐다""고 말한 바 있다.  트럼프 행정부는 그 전부터 DV1 프로그램을 폐지해야 한다는 입장을 밝혀왔다. 다만 일방적 DV1 프로그램 폐지 조치는 법적 쟁송을 유발할 공산이 크다는 지적도 나온다.  브라운대 집단 총격 사건은 지난 13일 오후 로드아일랜드주 프로비던스 소재 브라운대 교내 '배러스앤드홀리' 건물의 한 교실에서 경제학원론 과목 조교가 학생들의 기말고사 대비 복습을 도와주고 있던 도중에 일어났다.  이 사건으로 브라운대 학내 공화당 조직의 부회장인 엘라 쿡과 신경외과의사를 지망하던 우즈베키스탄 출신 무함마드 아지즈 아무르조코브 등 학생 2명이 숨지고 9명이 부상해 입원했다.  입원했던 부상자 중 3명은 퇴원했으며 6명은 안정된 상태다.  브라운대 총격 이틀 후인 15일 밤에는 핵융합 분야 권위자인 루레이루 교수가 매사추세츠주 브루클라인 소재 3층 아파트 건물에 있는 자택에서 총격을 당해 다음날 병원에서 숨을 거뒀다.  수사당국 설명에 따르면 발렌트는 매사추세츠주 보스턴에서 빌린 렌터카를 로드아일랜드주에서 운전했으며, 브라운대 외곽에서 이 차가 머무른 증거가 파악됐다.  발렌트는 로드아일랜드주를 떠나 매사추세츠주로 이동한 후에 메인주 번호판을 렌터카에 가짜로 달아서 추적을 피하려고 시도했다.  기자회견에 참석한 피터 네론하 로드아일랜드주 법무장관은 용의자의 신원이 밝혀졌으나 동기에 관해서는 ""아직도 모르는 것이 많다""며 ""왜 지금이었는지, 왜 브라운이었는지, 왜 이 학생들이었는지, 왜 이 교실이었는지는 모른다""고 말했다.  이번 사건은 범인이나 용의자의 얼굴이 확실히 드러난 감시카메라 화면이 없는 등 단서 부족으로 수사당국이 용의자 특정과 행방 추적에 어려움을 겪어왔으며, 브라운대 당국도 감시카메라를 제대로 설치하지 않았다는 비판을 받았다.  집단총격이 발생한 건물은 대학 캠퍼스가 인접한 주택가와 맞닿아 있는 곳에 있으며, 총격범은 주택가 바로 맞은편에 있는 건물 출입구로 들어왔다가 범행 후 똑같은 출입구로 빠져나온 것으로 추정된다.  사건 발생 장소인 배러스앤드홀리 건물은 물리학과 수업이 열리던 곳이어서, 발렌트가 지형지물에 익숙했을 공산이 크다는 지적도 나온다.  대학 관계자들은 브라운대 캠퍼스에 1천200개의 감시 카메라가 달려 있으나, 250여개 건물 안팎 전체를 커버하기에는 부족하다고 해명했다.  앞서 수사당국은 브라운대 집단총격 발생 당일인 13일에 다른 남성 용의자 1명을 구금했다가 사건과 무관하다는 결론을 내리고 석방한 바 있다.",2025.12.19. 오후 3:58,https://n.news.naver.com/mnews/article/015/0005226840
발효된 美 생물보안법 득실 따져보니…韓·日·유럽 등 경쟁 치열 예상,"중국 유전체 분석·위탁개발생산(CDMO)·바이오 소부장 기업 등과 거래 제한을 골자로 한 ‘생물보안법’이 도널드 트럼프 대통령의 서명으로 최종 발효됐다. 중국의 공백을 메우기 위해 한국, 인도, 일본, 유럽 기업들의 치열한 경쟁이 예상된다.  백악관은 도널드 트럼프 대통령이 생물보안법이 포함된 2026년도(2025년 10월∼2026년 9월) 국방수권법(NDAA)에 서명했다고 18일 밝혔다. 지난해 초 발의됐던 생물보안법은 우시 등 중국 회사의 강력한 로비 영향으로 통과가 무산됐다. 하지만 올해 위헌 논란이 있었던 제재 대상 중국 기업 명단이 빠진 채 NDAA에 포함돼 의회를 통과했다.  한국바이오협회에 따르면 국방수권법 발효 후 1년 이내에 관리예산국(OMB)이 우려바이오기업 명단을 공표해야 한다. 이러한 우려기업에는 △국방권한법 1260H 규정에 따라 매년 국방부가 연방관보를 통해 발표하는 미국에서 운영 중인 중국군사기업 △다음의 3개 조건을 만족하는 기업 및 그 계열사(1. 외국 적대국의 정부를 대신해 행정적 거버넌스 구조·지시·통제를 받거나 운영되는 기관, 2. 바이오 장비 또는 서비스의 제조·유통·제공·조달에 어느 정도 관여하는 기관, 3. 국가 안보에 위험을 초래하는 기관) 등이 포함된다.  우려기업이 지정되고 연방조달규정이 반영되면 특정 우려기업(국방부에서 발표하는 미국에서 운영중인 중국군사기업)은 연방조달규정 개정 후 60일 후부터, 기타 우려기업으로 지정된 경우 90일 후부터 조달, 계약, 대출 및 보조금에 대한 금지규정이 발효된다. 기타 우려기업과 기존에 체결된 계약 또는 합의에 따라 생산되거나 제공되는 바이오 장비 또는 서비스의 경우는 5년간 적용이 유예된다. 미 국방부가 정기적으로 발표하는 1260H에 따른 목록엔 이미 중국 유전체 분석서비스기업인 BGI, MGI테크 등이 포함됐다. 외신 보도에 따르면 CDMO업체(우시바이오로직스)를 계열사로 둔 우시앱텍도 포함될 가능성이 높은 것으로 알려졌다. 1260H에 포함되면, 생물보안법의 '우려기업'에 포함된다.  오기환 한국바이오협회 전무는 ""미국 국방부는 1260H 명단을 정기적으로 발표하는데, 내년 1월에는 우시가 포함될 가능성이 있다는 외신 보도가 여러 차례 나왔다""며 ""1260H 명단이 생물보안법 '우려기업'에 포함돼 실제 시장이 영향을 받기까지는 연방조달 규정 개정 절차가 남아있기 때문에 1년 정도 걸릴 것""이라고 말했다.  미국바이오협회(BIO)도 이번에 발효된 법률에 대한 Q&A문답을 주요 회원사들에 공유했다. BIO에 따르면 1260H 목록엔 중국 BGI그룹 자회사인 포렌식 제노믹스 인터내셔널과 중국 상하이 세포 냉동·보관업체 오리진셀 테크놀로지 등도 포함됐다. 법안 제정 후 실제 금지 조치가 시행되기까지 약 5~7년의 유예기간이 주어진다. 바이오 분야는 장기 계약이 많아 거래처를 바꾸는 데 5년 이상이 걸리기 때문에 시장엔 바로 내년부터 영향을 줄 전망이다. BIO에 따르면 계약이 유예 기간이 종료된 후에는 해당 기업의 장비나 서비스를 사용하는 기업과 미국 정부 간의 신규 계약, 갱신, 연장 등이 금지된다. 이 법의 시행은 분기별 또는 필요시 소집되는 연방조달 규정 위원회의 개정에 영향을 받는다.  미국이 중국 바이오 기업 제재에 나서며 삼성바이오로직스, 바이넥스, 에스티팜, 마크로젠, 쓰리빌리언 등이 수혜를 볼 것이란 전망이 나온다. 삼성바이오로직스는 78만4000L의 세계 최대 생산능력을 바탕으로 글로벌 대형 제약사들의 자가면역질환 치료제, 항암제, 바이오시밀러(바이오의약품 복제약) 등 항체의약품 CDMO를 주로 수주하고 있다.  우시가 생물보안법상 우려기업에 포함된다면, 우시바이오로직스의 CDMO 사업뿐만 아니라 세계 선두 지위를 지닌 위탁개발(CDO) 사업에서도 타격이 불가피할 전망이다. 삼성바이오로직스뿐만 아니라 스위스 론자, 일본 후지필름 등 경쟁업체에 일감을 뺏길 가능성이 커지기 때문이다.  국내 대표 중소형 바이오의약품 위탁생산(CMO)업체인 바이넥스도 우시의 고객을 뺏을 가능성이 높은 것으로 알려졌다. 우시의 주요 고객은 글로벌 대형 제약사보다는 규모가 작은 바이오기업들이 많다. 1958년 순천당제약으로 출범한 바이넥스는 2011년 설립된 삼성바이오로직스보다 2년 앞선 2009년 국내 첫 CDMO사업을 시작했다. 이미 셀트리온과 삼성바이오에피스의 바이오시밀러 제품을 생산한 경험이 있어 내년엔 글로벌 제약사 수주도 기대하고 있다. 정유경 신영증권 연구위원은 “중국 우시바이오로직스의 이전 물량을 당장 소화할 기업은 전 세계에서 일본 AGC바이오로직스·KBI바이오파마, 미국 에비드바이오서비스, 독일 렌슬러 등 4곳에 불과하다”면서도 ""바이넥스는 미국과 유럽의 제조 공장 인증(cGMP)을 모두 보유해 중소형 CDMO 중 글로벌 고객사의 선택을 받을 가능성이 가장 높은 기업”이라고 밝혔다.  동아쏘시오홀딩스 자회사인 에스티팜은 올리고핵산 CDMO와 원료의약품 분야에서 중국 일감을 뺏어올 가능성이 높다. 에스티팜은 리보핵산(RNA) 치료제 주원료인 올리고핵산의 글로벌 3대 생산업체다. 휴미라 키트루다 등이 질병 자체를 표적으로 하는 2세대 의약품이라면, 유전물질과 결합해 질병 유발 단백질 생성을 막는 RNA 치료제는 질병의 근원을 표적으로 하는 3세대 의약품이다. 에스티팜은 원료물질, 반제품(모노머), 올리고핵산 등 제조 단계별로 각기 다른 회사들이 시장을 장악한 가운데 모든 영역을 아우르며 시장 지배력을 갖춘 유일한 회사라는 평가를 받는다. 특히 올리고핵산 제조 전 단계인 ‘모노머’(단백질 단량체) 시장에서도 에스티팜은 미국 써모피셔, 독일 머크 등과 함께 글로벌 5대 생산기지다. 현재 모노머와 원료물질 시장은 중국이 과점하고 있다. 글로벌 제약사들이 원료물질 단계까지 중국산에 의존하지 않는 분위기가 형성될 경우 에스티팜에 기회로 작용할 전망이다.  이밖에 미국에 현지 법인을 둔 국내 유전체 분석 업체인 마크로젠과 쓰리빌리언도 수혜기업으로 꼽힌다. 마크로젠은 미국 법인 소마젠을 통해 미국국립보건연구원(NIH) 등에 유전체 분석 서비스를 제공하고 있다. AI기반 희소질환 진단기업 쓰리빌리언도 지난 10월 미국 텍사스에 '쓰리빌리언US' 법인을 설립했다. 회사는 미국 내 직접 클리아(CLIA) 랩을 설립하고 내년부터 본격적인 유전체 분석서비스를 진행할 예정이다. 쓰리빌리언 관계자는 ""미국 내에서 유전체 검사 수요는 점차 커지고 있는데, 이를 현지에서 분석하고자 하는 경향이 자리 잡은 것 같다""며 ""이에 직접 미국 법인을 설립해 대응에 나선 것""이라고 설명했다.  오기환 전무는 ""미국에서 강력하게 추진하는 의약품 관세 부과, 약가 인하 정책에 더해 이번 생물보안법이 통과됨에 따라 2026년은 글로벌 의약품 공급망, 기업간 시장 경쟁 구도에 큰 파장을 미칠 한 해가 될 것으로 전망된다""며 ""중국기업들이 가지고 있던 미국 내 시장 공백을 차지하기 위한 한국, 인도, 일본, 유럽기업들의 경쟁이 더 가열될 전망""이라고 밝혔다.",2025.12.19. 오후 3:54,https://n.news.naver.com/mnews/article/015/0005226839
